City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
285,Madimba,31,TZ,2022-10-06 01:57:50,86,-10.4,40.3333,70.45,3.18
286,Petauke,4,ZM,2022-10-06 01:57:50,32,-14.2426,31.3253,65.91,5.23
287,Luanda,20,AO,2022-10-06 01:57:50,88,-8.8368,13.2343,73.4,4.61
288,Shelburne,93,CA,2022-10-06 01:57:51,72,44.0787,-80.2041,59.76,6.76
289,Maiduguri,100,NG,2022-10-06 01:57:51,71,11.8464,13.1603,78.24,4.79
290,Sao Felix Do Xingu,87,BR,2022-10-06 01:57:52,46,-6.6447,-51.995,79.54,1.52
291,Iqaluit,100,CA,2022-10-06 01:56:09,100,63.7506,-68.5145,31.73,6.91
292,Puerto Madero,100,MX,2022-10-06 01:57:52,74,14.7208,-92.4215,81.14,1.34
293,Samarai,61,PG,2022-10-06 01:57:53,76,-10.6167,150.6667,82.96,9.78
294,Xiongyue,82,CN,2022-10-06 01:57:53,45,40.1774,122.1228,54.52,5.1
295,Yumen,0,CN,2022-10-06 01:57:54,40,40.2833,97.2,48.11,6.26
296,Liaozhong,100,CN,2022-10-06 01:57:54,32,41.5061,122.7242,50.68,5.84
297,Dayong,26,CN,2022-10-06 01:57:54,54,25.0209,118.2898,84.72,5.46
298,Cidreira,100,BR,2022-10-06 01:57:55,84,-30.1811,-50.2056,63.41,21.72
299,Murray Bridge,0,AU,2022-10-06 01:57:56,44,-35.1167,139.2667,75.13,12.71
300,Buraydah,0,SA,2022-10-06 01:53:11,17,26.326,43.975,70.25,5.66
301,Bonthe,100,SL,2022-10-06 01:57:56,88,7.5264,-12.505,76.87,1.72
302,Praia Da Vitoria,75,PT,2022-10-06 01:57:57,94,38.7333,-27.0667,68.76,15.73
303,Fort Carson,84,US,2022-10-06 01:57:57,77,38.7375,-104.7889,57.56,4.0
304,Saint-Joseph,16,RE,2022-10-06 01:57:57,76,-21.3667,55.6167,62.98,11.16
305,Usvyaty,100,RU,2022-10-06 01:57:58,98,55.7456,30.7533,47.62,5.75
306,Saint Anthony,96,US,2022-10-06 01:57:58,81,45.0205,-93.218,64.92,4.32
307,Pyaozerskiy,100,RU,2022-10-06 01:57:59,92,65.8333,31.1667,44.85,12.82
308,Phan Thiet,95,VN,2022-10-06 01:57:59,70,10.9333,108.1,84.22,5.44
309,Bandiagara,36,ML,2022-10-06 01:57:59,54,14.3501,-3.6104,83.66,7.76
310,Trelew,100,AR,2022-10-06 01:58:00,23,-43.249,-65.3051,67.23,22.08
311,Evensk,81,RU,2022-10-06 01:58:00,74,61.95,159.2333,30.15,11.18
312,Talnakh,100,RU,2022-10-06 01:55:22,95,69.4865,88.3972,31.21,3.98
313,Belyy Yar,0,RU,2022-10-06 01:58:01,81,53.6039,91.3903,39.09,4.47
314,Shingu,100,JP,2022-10-06 01:58:01,72,33.7333,135.9833,66.31,4.38
315,Nouadhibou,66,MR,2022-10-06 01:58:02,47,20.931,-17.0347,82.38,19.57
316,Hailar,9,CN,2022-10-06 01:58:02,36,49.2,119.7,37.92,8.14
317,Saint-Augustin,67,CA,2022-10-06 01:58:03,94,51.226,-58.6502,49.75,4.88
318,Kudahuvadhoo,93,MV,2022-10-06 01:58:03,77,2.6708,72.8944,81.25,17.81
319,Fukue,75,JP,2022-10-06 01:58:03,83,32.6881,128.8419,68.36,6.91
320,Mahajanga,0,MG,2022-10-06 01:57:31,73,-15.7167,46.3167,69.82,5.75
321,Umm Lajj,0,SA,2022-10-06 01:59:04,54,25.0213,37.2685,84.02,9.8
322,Puerto Baquerizo Moreno,88,EC,2022-10-06 01:59:05,87,-0.9,-89.6,67.35,11.23
323,Klaksvik,78,FO,2022-10-06 01:59:05,80,62.2266,-6.589,49.12,27.42
324,Buala,89,SB,2022-10-06 01:59:06,58,-8.145,159.5921,85.8,7.05
325,Raga,100,SS,2022-10-06 01:59:06,93,8.4596,25.678,69.01,1.68
326,Kindu,100,CD,2022-10-06 01:59:07,95,-2.95,25.95,68.68,1.74
327,Comodoro Rivadavia,0,AR,2022-10-06 01:59:07,62,-45.8667,-67.5,49.86,4.61
328,Sao Filipe,54,CV,2022-10-06 01:59:08,86,14.8961,-24.4956,78.19,13.62
329,Dingle,63,PH,2022-10-06 01:59:08,73,10.9995,122.6711,85.75,10.2
330,Samfya,65,ZM,2022-10-06 01:59:09,44,-11.3649,29.5565,67.33,9.1
331,Ruwi,0,OM,2022-10-06 01:59:09,54,23.5996,58.5507,82.38,3.87
332,Chihuahua,100,MX,2022-10-06 01:55:05,59,28.5,-106.0,64.81,5.19
333,Aykhal,79,RU,2022-10-06 01:59:10,94,66.0,111.5,19.96,8.48
334,Chanute,89,US,2022-10-06 01:59:10,43,37.6792,-95.4572,64.62,9.53
335,Turan,20,VN,2022-10-06 01:59:11,79,16.0678,108.2208,84.18,3.44
336,Oktyabrskiy,100,RU,2022-10-06 01:56:30,65,54.4815,53.471,48.45,10.67
337,Sao Desiderio,58,BR,2022-10-06 01:59:12,35,-12.3633,-44.9733,80.29,2.95
338,Batagay-Alyta,97,RU,2022-10-06 01:59:12,78,67.8006,130.4114,21.99,12.48
339,Nabire,44,ID,2022-10-06 01:59:12,73,-3.3667,135.4833,84.02,3.06
340,Prince Rupert,75,CA,2022-10-06 01:59:13,84,54.3161,-130.3201,60.89,10.36
341,Honiara,98,SB,2022-10-06 01:59:13,53,-9.4333,159.95,87.98,7.38
342,Knysna,2,ZA,2022-10-06 01:59:14,90,-34.0363,23.0471,52.83,5.17
343,Beloha,0,MG,2022-10-06 01:59:14,88,-25.1667,45.05,66.52,5.53
344,Batsfjord,100,NO,2022-10-06 01:59:15,87,70.6345,29.7185,40.93,12.66
345,Puerto Escondido,17,MX,2022-10-06 01:59:15,78,15.85,-97.0667,80.37,6.17
346,Matara,100,LK,2022-10-06 01:59:16,83,5.9485,80.5353,78.98,13.76
347,La Union,4,PE,2022-10-06 01:59:16,78,-5.4,-80.75,62.94,14.56
348,Tuatapere,96,NZ,2022-10-06 01:59:17,75,-46.1333,167.6833,45.73,14.9
349,The Valley,7,AI,2022-10-06 01:59:17,77,18.217,-63.0578,82.81,20.4
350,Ghatal,19,IN,2022-10-06 01:59:17,85,22.6667,87.7167,80.91,5.68
351,Kota Belud,89,MY,2022-10-06 01:59:18,63,6.351,116.4305,85.26,3.94
352,Batemans Bay,100,AU,2022-10-06 01:59:19,95,-35.7167,150.1833,59.09,11.86
353,Chara,96,RU,2022-10-06 01:59:19,61,56.9064,118.2631,25.5,3.94
354,Cockburn Town,100,TC,2022-10-06 01:55:44,74,21.4612,-71.1419,83.46,12.66
355,Pevek,100,RU,2022-10-06 01:56:31,95,69.7008,170.3133,31.8,9.8
356,Zlobin,0,HR,2022-10-06 01:59:20,90,45.2924,14.6541,51.58,1.14
357,Altar,62,MX,2022-10-06 01:59:20,46,30.7,-111.8167,80.06,7.9
358,Esso,84,RU,2022-10-06 01:59:21,80,55.9333,158.7,33.24,13.42
359,Marrakesh,2,MA,2022-10-06 01:59:21,56,31.6315,-8.0083,68.07,4.61
360,Griffith,0,US,2022-10-06 01:59:22,58,41.5284,-87.4237,67.89,0.0
361,Katunino,74,RU,2022-10-06 01:59:22,98,64.3862,40.6298,46.29,3.98
362,Camana,13,PE,2022-10-06 01:59:22,81,-16.6228,-72.7111,60.15,11.18
363,Caravelas,66,BR,2022-10-06 01:55:39,85,-17.7125,-39.2481,74.57,6.51
364,Alamos,0,MX,2022-10-06 01:59:23,56,27.0167,-108.9333,75.72,2.08
365,Beringovskiy,40,RU,2022-10-06 01:59:24,79,63.05,179.3167,42.69,29.28
366,Saldanha,100,ZA,2022-10-06 02:00:24,77,-33.0117,17.9442,56.26,4.34
367,Gladstone,100,AU,2022-10-06 01:59:12,53,-23.85,151.25,76.93,12.66
368,Chardara,0,KZ,2022-10-06 02:00:25,36,41.2547,67.9692,50.59,6.42
369,Nizhniy Chir,6,RU,2022-10-06 02:00:26,75,48.3597,43.0865,50.49,9.53
370,Aswan,0,EG,2022-10-06 01:58:02,30,24.0934,32.907,85.3,5.75
371,Huancavelica,18,PE,2022-10-06 01:59:17,46,-12.7667,-74.9833,41.22,6.15
372,Pangnirtung,100,CA,2022-10-06 02:00:26,93,66.1451,-65.7125,30.92,2.91
373,Saint-Francois,20,FR,2022-10-06 02:00:27,94,46.4154,3.9054,54.68,2.3
374,Itinga,28,BR,2022-10-06 02:00:27,77,-16.6131,-41.7653,73.87,2.98
375,Fortuna,47,US,2022-10-06 02:00:28,85,40.5982,-124.1573,59.94,1.01
376,Clovis,0,US,2022-10-06 02:00:09,40,36.8252,-119.7029,85.05,3.69
377,Aden,86,YE,2022-10-06 02:00:28,70,12.7794,45.0367,85.35,0.92
378,Tautira,68,PF,2022-10-06 02:00:29,71,-17.7333,-149.15,76.57,23.71
379,Tilichiki,62,RU,2022-10-06 02:00:29,72,60.4667,166.1,37.81,28.14
380,Sambava,2,MG,2022-10-06 02:00:30,88,-14.2667,50.1667,67.91,10.13
381,Ucluelet,100,CA,2022-10-06 01:57:19,89,48.9329,-125.5528,62.91,6.85
382,Sokoni,3,TZ,2022-10-06 02:00:30,75,-6.4333,39.55,75.43,10.18
383,Udachnyy,94,RU,2022-10-06 02:00:31,93,66.4167,112.4,19.6,11.03
384,General Teran,100,MX,2022-10-06 02:00:31,54,25.2667,-99.6833,77.34,0.92
385,Vestmannaeyjar,46,IS,2022-10-06 02:00:32,68,63.4427,-20.2734,44.94,13.27
386,Camocim,5,BR,2022-10-06 02:00:32,84,-2.9022,-40.8411,77.77,13.65
387,Bedesa,24,ET,2022-10-06 02:00:33,71,8.9,40.7833,60.33,2.75
388,Kefamenanu,100,ID,2022-10-06 02:00:34,55,-9.4467,124.4781,85.37,7.0
389,Abonnema,95,NG,2022-10-06 02:00:34,92,4.7084,6.7931,75.51,5.35
390,Contamana,100,PE,2022-10-06 02:00:34,50,-7.3333,-75.0167,83.93,1.83
391,Huarmey,68,PE,2022-10-06 02:00:35,82,-10.0681,-78.1522,61.41,9.95
392,Burns Lake,58,CA,2022-10-06 02:00:35,68,54.2331,-125.7533,58.28,3.0
393,Fare,0,PF,2022-10-06 02:00:36,75,-16.7,-151.0167,77.72,25.57
394,Dwarka,16,IN,2022-10-06 02:00:36,72,22.2394,68.9678,81.0,12.19
395,Oranjemund,7,NA,2022-10-06 01:59:40,92,-28.55,16.4333,53.44,8.21
396,Uaua,18,BR,2022-10-06 02:00:37,69,-9.8414,-39.4817,74.5,15.35
397,Maniitsoq,89,GL,2022-10-06 02:00:38,67,65.4167,-52.9,32.52,11.95
398,Antofagasta,0,CL,2022-10-06 01:56:03,60,-23.65,-70.4,58.28,9.15
399,Yerbogachen,53,RU,2022-10-06 02:00:38,65,61.2767,108.0108,32.14,5.55
400,Zhigansk,100,RU,2022-10-06 02:00:39,80,66.7697,123.3711,24.73,26.08
401,Bangolo,100,CI,2022-10-06 02:00:40,100,7.0069,-7.475,69.31,1.43
402,Felipe Carrillo Puerto,31,MX,2022-10-06 02:00:40,79,19.5833,-88.05,72.73,2.26
403,Anadyr,75,RU,2022-10-06 02:00:41,93,64.75,177.4833,45.1,22.37
404,Camacha,40,PT,2022-10-06 02:00:41,73,33.0833,-16.3333,67.42,12.66
405,Taltal,0,CL,2022-10-06 02:00:21,59,-25.4,-70.4833,60.26,8.41
406,Floro,100,NO,2022-10-06 02:00:42,82,61.5996,5.0328,51.76,27.63
407,Tarko-Sale,99,RU,2022-10-06 02:00:43,75,64.9225,77.785,33.96,1.7
408,Veraval,37,IN,2022-10-06 02:00:43,77,20.9,70.3667,79.72,11.5
409,Bubaque,27,GW,2022-10-06 02:00:44,80,11.2833,-15.8333,81.59,7.07
410,Northam,0,GB,2022-10-06 02:00:44,74,51.0333,-4.2167,55.62,15.84
411,Ostrovnoy,88,RU,2022-10-06 02:00:44,82,68.0531,39.5131,46.02,17.58
412,Shakhtinsk,56,KZ,2022-10-06 02:01:45,55,49.71,72.5872,42.6,2.3
413,Ballina,100,AU,2022-10-06 02:01:45,92,-28.8667,153.5667,60.64,1.99
414,Barabai,94,ID,2022-10-06 02:01:46,90,-2.5833,115.3833,77.05,3.27
415,Redlands,1,US,2022-10-06 01:56:56,57,34.0556,-117.1825,83.53,2.53
416,Sartana,100,UA,2022-10-06 02:01:46,67,47.1744,37.6927,52.54,7.38
417,Nenjiang,0,CN,2022-10-06 02:01:47,28,49.1833,125.2167,43.25,7.36
418,Hobe Sound,0,US,2022-10-06 02:01:47,71,27.0595,-80.1364,77.95,11.14
419,West Bay,75,KY,2022-10-06 02:01:48,74,19.3667,-81.4167,84.27,6.91
420,Bani Walid,0,LY,2022-10-06 02:01:48,73,31.7566,13.9942,65.71,8.03
421,Bodri,53,IN,2022-10-06 02:01:49,86,23.1667,81.4333,75.04,6.69
422,Garowe,99,SO,2022-10-06 02:01:49,69,8.4054,48.4845,75.07,15.52
423,Anloga,99,GH,2022-10-06 02:01:50,88,5.7947,0.8973,77.4,11.14
424,Road Town,40,VG,2022-10-06 01:57:46,84,18.4167,-64.6167,84.24,8.05
425,Aguimes,20,ES,2022-10-06 02:01:50,78,27.9054,-15.4461,70.66,20.0
426,Benalla,100,AU,2022-10-06 02:01:51,95,-36.55,145.9833,53.96,12.17
427,Karratha,0,AU,2022-10-06 02:01:51,25,-20.7377,116.8463,85.5,11.25
428,Kuusamo,100,FI,2022-10-06 02:01:52,100,65.9667,29.1833,44.64,14.97
429,Qasigiannguit,100,GL,2022-10-06 02:01:52,79,68.8193,-51.1922,25.05,3.4
430,Minbu,11,MM,2022-10-06 02:01:53,75,20.1833,94.8833,82.62,3.8
431,Broome,0,US,2022-10-06 02:01:53,79,42.2506,-75.833,53.62,2.53
432,Kaarina,100,FI,2022-10-06 02:01:54,91,60.4072,22.369,57.52,16.11
433,Hay River,0,CA,2022-10-06 02:01:54,54,60.8156,-115.7999,43.16,8.86
434,Tocopilla,0,CL,2022-10-06 02:01:55,59,-22.092,-70.1979,62.38,9.53
435,Aktash,96,RU,2022-10-06 02:01:55,68,50.3,87.7333,31.55,5.26
436,Bria,100,CF,2022-10-06 02:01:56,98,6.5423,21.9863,68.25,1.01
437,Flinders,100,AU,2022-10-06 02:01:56,93,-34.5833,150.8552,61.38,5.01
438,Hirara,30,JP,2022-10-06 02:01:57,79,24.8,125.2833,80.4,16.42
439,Haines Junction,80,CA,2022-10-06 02:01:57,90,60.7522,-137.5108,46.99,6.11
440,Thetford Mines,0,CA,2022-10-06 02:01:57,82,46.0913,-71.3013,44.28,2.15
441,Huilong,100,CN,2022-10-06 02:01:58,76,31.8111,121.655,63.93,12.26
442,Rio Grande,100,BR,2022-10-06 02:01:58,82,-32.035,-52.0986,61.16,18.92
443,General Pico,100,AR,2022-10-06 02:01:59,84,-35.6566,-63.7568,52.66,0.83
444,Port Hedland,5,AU,2022-10-06 02:01:03,39,-20.3167,118.5667,84.25,9.22
445,Sjenica,100,RS,2022-10-06 02:01:59,62,43.2731,19.9994,42.64,2.66
446,Monrovia,100,LR,2022-10-06 02:00:46,87,6.3005,-10.7969,76.51,5.1
447,Dharchula,100,IN,2022-10-06 02:02:00,77,29.85,80.5333,68.49,0.98
448,Utica,0,US,2022-10-06 01:59:58,72,43.1009,-75.2327,55.72,3.09
449,Vianopolis,13,BR,2022-10-06 02:02:00,78,-16.7419,-48.5164,67.51,2.06
450,Tiarei,43,PF,2022-10-06 02:02:01,71,-17.5333,-149.3333,84.22,25.66
451,Tosya,58,TR,2022-10-06 02:02:01,89,41.0155,34.0401,47.64,4.38
452,Ust-Tsilma,100,RU,2022-10-06 02:02:02,95,65.441,52.1498,43.0,4.7
453,Sistranda,50,NO,2022-10-06 02:02:02,65,63.7256,8.834,46.36,27.2
454,Ancud,95,CL,2022-10-06 02:02:03,86,-41.8697,-73.8203,48.02,10.89
455,Te Anau,100,NZ,2022-10-06 02:02:03,82,-45.4167,167.7167,41.86,2.91
456,Pietarsaari,100,FI,2022-10-06 02:02:04,95,63.65,22.6833,55.53,19.84
457,Nemuro,100,JP,2022-10-06 02:02:04,61,43.3236,145.575,52.3,19.44
458,Srednekolymsk,100,RU,2022-10-06 01:59:15,93,67.45,153.6833,23.07,25.99
459,Lompoc,2,US,2022-10-06 02:00:04,87,34.6391,-120.4579,75.34,1.99
460,Yele,82,CM,2022-10-06 02:03:05,71,10.7323,13.5891,68.81,3.67
461,Safford,0,US,2022-10-06 02:03:06,52,32.834,-109.7076,72.1,4.61
462,Lichtenburg,0,ZA,2022-10-06 02:03:06,44,-26.152,26.1597,65.79,16.2
463,Baturaja,100,ID,2022-10-06 02:03:07,82,-4.1333,104.1667,79.59,1.3
464,Cedar City,11,US,2022-10-06 01:58:08,28,37.6775,-113.0619,63.39,4.63
465,Imelda,71,PH,2022-10-06 02:03:07,73,7.65,123.95,85.21,2.21
466,Rio Gallegos,100,AR,2022-10-06 02:01:49,53,-51.6226,-69.2181,47.35,8.68
467,Waddan,0,LY,2022-10-06 02:03:08,74,29.1614,16.139,67.91,7.96
468,Blacksburg,0,US,2022-10-06 02:03:09,82,37.2296,-80.4139,59.16,0.0
469,Kongolo,100,CD,2022-10-06 02:03:09,76,-5.3833,27.0,71.78,4.45
470,Bonavista,100,CA,2022-10-06 02:03:10,78,48.6499,-53.1147,53.17,10.83
471,Salta,0,AR,2022-10-06 02:03:10,37,-24.7859,-65.4117,71.58,11.01
472,Amarante Do Maranhao,1,BR,2022-10-06 02:03:11,46,-5.5667,-46.7422,80.29,4.05
473,Sitka,100,US,2022-10-06 02:03:11,93,57.0531,-135.33,56.93,3.02
474,Constitucion,75,CL,2022-10-06 02:01:31,87,-35.3333,-72.4167,49.17,5.66
475,Barcelos,100,PT,2022-10-06 02:03:12,84,41.5388,-8.6151,65.91,4.56
476,Barrhead,75,GB,2022-10-06 01:59:44,85,55.7992,-4.3929,53.13,18.41
477,Mundo Nuevo,16,MX,2022-10-06 02:03:13,72,18.7,-95.5,78.35,11.43
478,Uncia,0,BO,2022-10-06 02:03:13,16,-18.467,-66.5685,41.76,16.67
479,Sorland,100,NO,2022-10-06 02:03:13,84,67.667,12.6934,46.26,34.38
480,Mayo,40,US,2022-10-06 02:03:14,94,38.8876,-76.5119,60.75,3.44
481,Shagonar,100,RU,2022-10-06 02:03:14,62,51.5333,92.8,43.03,0.81
482,Tigil,81,RU,2022-10-06 02:03:15,72,57.8,158.6667,38.44,28.45
483,Goure,100,NE,2022-10-06 02:03:15,45,13.9835,10.2704,84.85,6.2
484,Mount Isa,0,AU,2022-10-06 02:02:48,35,-20.7333,139.5,89.37,8.05
485,Peterhead,73,GB,2022-10-06 02:03:16,70,57.5058,-1.7981,52.2,22.59
486,Ygatimi,79,PY,2022-10-06 02:03:16,93,-24.0833,-55.5,68.9,10.02
487,Namibe,50,AO,2022-10-06 02:03:17,90,-15.1961,12.1522,62.01,7.61
488,Kintampo,100,GH,2022-10-06 02:03:17,94,8.0563,-1.7306,71.6,3.83
489,Loreto,100,MX,2022-10-06 02:03:18,76,22.2667,-101.9667,61.07,8.52
490,Oshakati,37,NA,2022-10-06 02:03:18,21,-17.7833,15.6833,68.99,8.99
491,Flin Flon,0,CA,2022-10-06 02:00:30,51,54.7682,-101.865,32.04,4.97
492,Show Low,20,US,2022-10-06 02:03:19,59,34.2542,-110.0298,59.29,3.44
493,Dinar,0,TR,2022-10-06 02:03:19,88,38.065,30.1656,53.56,6.35
494,Port Moresby,53,PG,2022-10-06 02:03:20,67,-9.4431,147.1797,85.51,8.68
495,San Rafael,14,AR,2022-10-06 02:01:01,53,-34.6177,-68.3301,55.74,8.46
496,Tommot,100,RU,2022-10-06 02:03:20,89,58.9564,126.2925,31.51,11.59
497,Skjervoy,100,NO,2022-10-06 02:03:21,82,70.0311,20.9714,44.6,19.53
498,Sivaki,36,RU,2022-10-06 02:03:21,37,52.6333,126.75,37.99,9.66
499,Peleduy,98,RU,2022-10-06 02:03:22,62,59.6289,112.7406,33.13,8.95
500,Zeven,89,DE,2022-10-06 02:03:22,82,53.3,9.2833,56.93,18.39
501,Mascote,15,BR,2022-10-06 02:03:22,95,-15.5631,-39.3025,68.65,3.38
502,Seoul,50,KR,2022-10-06 02:01:57,63,37.5683,126.9778,65.59,2.53
503,Sao Miguel Do Araguaia,33,BR,2022-10-06 02:03:23,38,-13.275,-50.1628,84.74,2.57
504,Lubawa,6,PL,2022-10-06 02:04:23,80,53.5043,19.7497,51.4,11.36
505,Worland,100,US,2022-10-06 02:00:06,33,44.0169,-107.9554,60.89,4.32
506,Sapa,100,PH,2022-10-06 02:04:24,70,5.1544,120.3241,84.34,2.53
507,Lubao,78,PH,2022-10-06 02:04:25,69,14.9167,120.55,91.11,8.5
508,Magadan,75,RU,2022-10-06 02:04:25,46,59.5667,150.8,31.53,4.34
509,Harper,100,LR,2022-10-06 02:04:26,91,4.375,-7.7169,75.85,4.68
510,Arman,100,RU,2022-10-06 02:04:26,45,59.7,150.1667,32.02,3.13
511,Urengoy,100,RU,2022-10-06 02:04:27,73,65.9667,78.3667,34.16,2.01
512,Arys,0,KZ,2022-10-06 02:04:27,33,42.4252,68.795,50.68,7.83
513,Otjiwarongo,0,NA,2022-10-06 02:04:27,17,-20.4637,16.6477,67.8,12.39
514,Cairns,100,AU,2022-10-06 02:04:28,71,-16.9167,145.7667,88.07,12.66
515,Trairi,29,BR,2022-10-06 01:59:55,81,-3.2778,-39.2689,78.21,11.74
516,Sorkjosen,100,NO,2022-10-06 02:04:29,70,69.8,20.9333,44.6,23.02
517,Shaowu,100,CN,2022-10-06 02:04:29,90,27.3409,117.4831,69.53,2.46
518,Mossendjo,100,CG,2022-10-06 02:04:29,96,-2.9506,12.7261,70.21,3.0
519,Kirkenes,100,NO,2022-10-06 02:04:30,81,69.7271,30.0458,43.75,14.97
520,Arona,0,ES,2022-10-06 02:04:30,85,28.0996,-16.681,71.91,9.22
521,Port Augusta,1,AU,2022-10-06 02:04:31,31,-32.5,137.7667,79.34,12.17
522,Qaqortoq,10,GL,2022-10-06 02:04:31,85,60.7167,-46.0333,33.66,8.19
523,Kolpny,100,RU,2022-10-06 02:04:31,94,52.2282,37.0368,45.99,8.86
524,Kankon,100,IN,2022-10-06 02:04:32,85,15.0167,74.0167,78.73,8.68
525,Mabaruma,77,GY,2022-10-06 02:04:32,96,8.2,-59.7833,74.23,3.18
526,Hualmay,23,PE,2022-10-06 02:04:33,79,-11.0964,-77.6139,61.25,9.42
527,Meulaboh,88,ID,2022-10-06 02:04:33,86,4.1363,96.1285,77.4,2.48
528,Luau,99,AO,2022-10-06 02:04:33,70,-10.7073,22.2247,67.6,4.05
529,Iquitos,69,PE,2022-10-06 02:04:34,83,-3.7481,-73.2472,78.84,0.0
530,Zomba,0,MW,2022-10-06 02:04:34,36,-15.386,35.3188,66.22,3.15
531,Savinka,6,RU,2022-10-06 02:04:35,74,50.0785,47.0994,50.14,8.23
532,Saint-Georges,100,GD,2022-10-06 02:04:35,84,12.0564,-61.7485,79.45,20.36
533,Mandal,89,IN,2022-10-06 02:04:36,79,25.45,74.5667,76.68,4.99
534,Broken Hill,0,AU,2022-10-06 02:00:44,23,-31.95,141.4333,78.21,14.2
535,Piacabucu,6,BR,2022-10-06 02:04:36,92,-10.4056,-36.4344,75.04,7.7
536,Lixourion,9,GR,2022-10-06 02:04:37,66,38.2019,20.4314,66.34,7.27
537,Bundaberg,70,AU,2022-10-06 02:04:37,66,-24.85,152.35,75.22,5.01
